X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x0	4.53	6.63	3.89	3.23	3.71	b	b	b	c	c	3.85	5.23	5.23	5.23	3.14	c	c	a	a	a	1.86	3.54	3.54	3.54	5.9	a	c	a	a	a	8.65	0.83	7.58	3.7	1.44	b	c	c	a	b
x1	5.57	0.5	7.32	6.43	2.46	a	a	c	b	a	7.79	8.44	0.09	1.48	8.49	b	a	c	b	c	8.76	6.19	3.17	5.32	2.66	b	a	a	a	c	9.75	9.68	6.14	3.48	2.23	b	b	c	a	b
x2	1.35	2.55	1.57	6.14	3.78	b	b	a	a	a	4.2	9.96	9.39	3.22	1.29	b	b	b	b	a	5.02	2.87	3.31	0.15	1.2	c	b	b	c	c	0.52	4.03	9.68	3.64	2.12	b	b	a	a	a
x3	5.26	4.53	2.29	8.33	1.4	a	c	b	a	c	9.21	4.37	9.19	3.74	5.78	b	a	a	a	b	9.76	8.13	5.03	7.21	1.37	a	a	a	a	c	0.79	7.81	5.41	5.53	5.5	b	c	b	a	c
x4	4.09	3.38	9.64	6.86	5.32	b	a	b	b	c	8.02	2.67	7.26	9.64	5.62	c	b	c	c	a	5.57	1.99	7.31	8.48	5.51	b	c	a	b	a	9.25	3.1	7.35	0.47	0.58	b	b	b	b	c
x5	8.87	9.11	3.71	3.31	9.18	a	b	b	b	a	5.19	3.17	4.03	1.44	8.09	b	a	c	c	b	0.17	4.95	1.48	5.61	5.58	c	c	a	c	b	7.21	5.35	8.47	1.83	8.16	b	a	c	c	c
x6	5.4	1.9	3.07	8.71	6.14	a	b	c	a	c	7.58	6.48	4.04	6.56	1.94	b	c	a	a	c	8.44	2.17	9.85	9.73	6.74	b	a	b	c	a	9.13	0.59	6	5.7	2.99	a	b	a	a	a
x7	7.03	7.03	2.4	6.28	6.5	c	b	c	a	c	6.58	4.68	9.25	8.99	6.2	b	a	a	b	c	9.3	5.55	0.53	8	1.64	b	c	b	a	a	2.2	9.1	6.66	8.27	6.51	b	a	c	c	b
x8	6.52	8.7	4.26	8.95	4.64	a	a	c	a	a	8.19	5.23	5.23	5.23	1.16	a	c	a	c	b	8.29	3.54	3.54	3.54	6.15	a	c	a	a	c	1.4	4.51	0.94	9.13	1.53	c	a	b	a	b
x9	9.39	7.94	0.69	3.03	9.28	a	b	a	a	a	9.56	9.31	4.82	9.27	9.9	a	a	c	b	c	6.34	0.64	8.37	3.3	9.4	c	a	c	a	c	6.42	8.86	1.93	1.29	6.19	a	b	c	a	c
x10	2.06	5.76	3.23	3.7	7.72	c	b	a	a	b	1.32	5.68	6.41	8.55	7.53	c	c	c	c	c	2.18	8.39	4.37	7.18	4.74	c	a	b	a	c	2.6	8.02	1.29	1.7	3.02	c	b	a	a	a
x11	7.49	8.41	5.83	9.19	1.5	a	b	b	c	a	0.19	5.23	5.23	5.23	2.1	c	c	a	a	c	7.26	3.54	3.54	3.54	9.61	b	c	a	a	a	1.34	5.61	6.07	0.6	7.05	b	b	c	b	c
x12	5.47	5.63	9.33	7.45	8.68	b	b	a	c	b	0	5.23	5.23	5.23	6.15	a	c	a	b	c	7.54	3.54	3.54	3.54	9.18	a	c	a	b	c	2.45	7.33	6.77	5.17	3.91	a	c	a	a	b
x13	8.69	1.86	3.99	3.26	8.69	b	a	a	a	a	9.39	7.83	6.34	4.02	9.39	b	b	c	c	c	9.84	3.88	5.85	6.68	3.09	a	b	a	a	b	8.74	1.85	6.34	8.1	5.45	b	b	c	a	c
x14	1.84	0.15	7.95	8.95	2.53	a	c	c	c	c	8.21	5.23	5.23	5.23	1.46	c	c	a	b	a	5.12	3.54	3.54	3.54	6.45	b	c	a	c	a	0.5	0.48	5.89	2.54	8.71	c	a	b	c	c
x15	3.96	2.85	6.74	0.32	2.42	c	c	b	b	b	7.56	6.53	6.88	8.8	3.4	b	b	b	b	c	1.59	1.15	7.31	3.87	9.08	a	c	c	b	c	9.66	2.35	9.7	2.08	5.55	c	b	a	b	a
