X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x0	0.01	2.14	0.6	3.4	7.97	a	a	a	b	b	8.28	9.19	9.19	2.93	4.76	c	a	b	b	a	9.01	3.82	3.82	1.2	1.09	a	b	c	b	a	9.42	2.39	2.47	8.57	3.37	b	a	c	a	a
x1	1.99	8.38	4.43	1.26	9.33	b	b	b	b	a	1.67	9.18	1.25	3.13	7.95	c	a	c	c	a	1.35	7.9	7.33	8.13	7.35	a	c	b	c	b	0.27	5.64	6.3	5.95	4.54	c	b	a	a	b
x2	4.31	8.43	5.31	7.88	7.84	b	c	c	c	a	4.57	3.8	9.31	8.11	8.02	b	a	b	c	a	4.37	9.98	7.32	3.56	7.6	a	b	c	b	c	3.74	8.49	5.24	2.96	1.64	a	a	a	b	a
x3	7.77	2.01	2.54	1.35	6.18	c	b	c	c	a	8.97	9.19	9.19	0.94	3.18	a	b	c	b	a	4.31	3.82	3.82	6.78	5.64	c	c	b	c	c	6.67	2.02	4.2	1.03	3.47	c	a	c	c	a
x4	8.97	7.8	8.97	8.97	5.51	a	a	a	a	b	2.19	6.06	2.19	2.19	3.22	c	a	a	a	c	8.51	8.83	9.46	3.13	6.34	a	b	c	c	a	9.63	4.44	1.32	2.58	0.27	b	b	b	a	a
x5	7.73	9.26	8.2	8.03	7.23	a	a	a	b	b	3.18	7.5	8.09	0.78	2.99	b	b	c	b	c	4.57	1.71	3.1	2.2	2.17	c	a	c	b	a	2.11	9.93	3.11	1.28	1.62	b	b	b	a	a
x6	8.53	5.78	6.16	3.33	1.1	c	a	b	c	c	3.9	0.43	0.61	1.94	6.54	a	b	a	b	c	1.92	8.89	4.75	0.05	5.52	a	c	c	c	b	2.52	8.56	4.72	6.37	3.43	b	a	a	b	b
x7	0.35	2.63	6.26	4.16	2.83	b	a	a	c	c	9.9	0.76	1.26	6.42	3.03	b	a	a	c	c	6.02	0.29	7.93	9.17	9.77	b	b	c	c	c	7.28	8.52	0.75	6.93	7.72	c	a	b	b	b
x8	8.97	1.44	8.97	8.97	4.56	a	a	c	a	b	2.19	8.38	2.19	2.19	4.98	a	a	c	a	c	3.67	7.84	2.7	3.49	4.25	b	a	a	c	b	8.11	9.73	2.45	4.26	6.32	a	c	c	a	b
x9	7.21	3.18	6.52	4.59	2.8	b	a	a	c	c	1.67	8.3	0.02	5.58	4.31	c	c	b	a	b	9.02	8.52	9.76	9.23	9.5	a	c	a	a	a	6.84	6.04	1.43	5.47	4.58	b	a	a	c	a
x10	2.04	1.34	3.96	3.4	9.89	c	c	b	c	c	0.53	9.63	1.45	9.12	7.79	c	c	c	b	c	6.3	6.44	8.82	8.61	3.37	c	b	c	b	b	4.1	2.58	8.89	3.57	7.04	b	c	a	a	c
x11	6.06	0.22	6.08	6.06	6.06	a	c	b	a	a	4.48	1.6	5.51	4.48	4.48	a	a	a	a	a	9.35	5.52	2.11	0.4	4.12	c	b	b	b	c	3.04	9.61	4.34	6.45	8.74	b	b	a	b	a
x12	7.48	5.72	8.51	1.7	0.76	c	b	c	b	b	3.19	6.82	0.74	0.05	3.89	a	a	b	c	a	5.29	0.46	8.16	0.38	5.33	c	b	a	b	c	1.75	8.47	3.26	9.84	8.91	c	c	a	b	c
x13	8.95	2.29	6.28	9.33	3.75	c	c	a	b	a	4.99	2.05	0.64	3.69	3.77	a	b	b	b	a	1.67	0.09	2.22	1.05	5.64	c	b	c	a	b	6.84	3.21	4.77	8.78	9.36	c	b	c	c	b
x14	6.06	9.96	4.23	6.06	6.06	a	b	b	a	a	4.48	3.35	6.72	4.48	4.48	a	b	b	a	a	4.89	6.82	5.16	8.06	4.53	a	b	a	a	a	8.51	0.85	9.31	6.33	3.49	b	a	a	a	b
x15	6.06	7.59	0.82	6.06	6.06	a	b	c	a	a	4.48	8.43	3.65	4.48	4.48	a	b	a	a	a	4.78	2.48	7.03	1.1	3.86	b	c	c	b	b	1.21	8.63	9.14	3.18	0.5	b	a	b	a	c
x16	0.83	3.13	1.4	0.64	0.38	b	a	a	b	b	3.96	7.95	3.3	0.9	3.97	c	a	c	a	c	2.28	2.39	4.93	7.65	0.96	a	a	b	a	a	8.51	3.41	8.89	1.25	8.94	b	c	b	b	b
x17	2.43	8.15	1.95	2.47	3.01	b	c	a	a	c	4.37	1.78	7.68	1.52	0.4	a	c	c	b	c	0.44	5.74	5.66	3.13	0	b	c	a	c	a	9.95	1.26	9.45	4.95	6.25	c	c	c	c	b
x18	8.97	6.67	8.97	8.97	2.03	b	a	b	a	a	2.19	5.29	2.19	2.19	6.6	b	a	c	a	b	6.47	7.02	8.46	2.09	0.8	c	b	b	b	c	7.88	7.5	3.35	7.57	7.01	c	c	a	c	a
x19	7.27	9.22	5.05	0.62	1.6	c	b	b	a	c	4.29	7.76	0.88	6.44	7.07	b	b	c	c	c	8.93	0.09	1.8	7.33	0.85	c	a	b	a	a	6.92	2.21	8.4	1.86	1.5	c	b	c	a	b
x20	3.46	2.68	0.99	5.85	6.95	b	a	b	c	b	9.5	8.26	5.59	3.45	8.59	c	c	a	a	a	0.42	9.08	7.06	3.75	1.66	a	a	a	b	b	7.07	1.51	6.91	3.28	5.33	c	a	c	b	a
x21	8.97	4.69	8.97	8.97	6.16	b	a	b	a	c	2.19	4.01	2.19	2.19	6.91	c	a	b	a	c	9.48	5.79	7.58	5.63	6.79	b	a	c	c	a	9.25	8.08	1.72	2.42	2.62	b	a	c	a	b
x22	7.49	2.72	8.82	9.38	2.55	b	a	c	a	c	3.5	9.19	9.19	5.24	7.47	a	b	c	c	a	5.95	3.82	3.82	8.72	5.35	b	a	a	a	a	7.15	0.88	5.18	3.96	3	b	c	a	a	b
x23	8.97	3.76	8.97	8.97	6.02	b	a	a	a	a	2.19	8.32	2.19	2.19	0.94	b	a	c	a	a	2.48	7.08	2.1	9.77	0.14	c	a	c	a	a	1.86	7.26	2.43	9.09	7.52	a	c	a	b	b
x24	6.06	3.94	2.27	6.06	6.06	a	b	b	a	a	4.48	0.74	0.31	4.48	4.48	a	a	a	a	a	2.7	7.31	2.4	4.39	8.43	b	c	b	b	a	2.4	2.46	0.8	2.65	1.34	b	c	a	a	c
x25	2.32	8.39	8.48	6.75	6.5	c	c	c	a	a	0.06	9.19	9.19	3.77	6.39	c	b	c	b	a	9.29	3.82	3.82	6.68	7.53	c	a	a	b	a	1.47	4.43	8.68	8.93	0.65	c	b	c	b	b
x26	5.73	7.74	0.67	1.91	0.84	b	a	c	b	b	9.76	2.08	2.68	2.98	2.55	b	a	b	b	c	7.62	4.54	8.41	4.27	3.46	b	b	b	c	c	6.49	6.75	9.9	5.87	9.16	b	a	b	c	c
x27	8.97	8.91	8.97	8.97	8.3	a	a	c	a	a	2.19	9.66	2.19	2.19	0.16	a	a	c	a	a	9.55	2.69	3.29	4.37	3.4	b	c	a	c	b	4.78	2.18	7.55	2.09	2.84	c	b	c	b	b
x28	8.72	6.16	5.82	0.54	7.53	b	a	c	b	a	3.68	9.19	9.19	7.56	5.53	b	a	c	a	a	5.42	3.82	3.82	4.89	3.2	a	c	c	a	c	1.04	4.14	3.16	4.16	4.96	a	c	c	c	a
x29	8.97	6.41	8.97	8.97	5.91	c	a	c	a	a	2.19	7.24	2.19	2.19	4.13	a	a	c	a	a	1.06	1.87	9.66	1.21	4.31	c	c	b	c	c	9.08	6.2	6.29	0.19	7.88	a	a	c	b	b
x30	4.41	4.38	4.41	1.21	3.36	b	a	c	a	c	7.42	9.19	9.19	3.38	5.47	b	a	c	a	a	6.23	3.82	3.82	5.35	4.37	b	a	c	b	b	7.57	3.68	2.35	9.95	9.72	b	c	b	c	c
