X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x0	0.18	3.13	2.8	4.83	6.88	2.67	1.07	9.28	6.58	8.93	a	a	b	c	b	b	a	a	b	c	7.4	6.24	2.02	1.32	3.86	0.29	9.75	3.69	1.65	3.33	b	b	a	a	c	a	b	b	b	a	4.76	6.69	4.5	7.59	5.43	9.52	5.16	9.22	2.26	8.92	b	a	c	b	b	a	c	b	a	c	5.35	2.85	6.38	1.27	2.66	7.9	0.27	2.81	7.59	7.27	c	a	a	c	b	b	a	b	a	c
x1	8.5	1.73	0.44	8.16	4.58	0.83	9.5	1.54	3.63	1.72	a	a	a	c	c	b	a	c	a	b	5.72	2.66	7.11	1.95	8.01	0.65	8.08	6.62	3.42	3.5	a	a	a	b	c	b	a	b	c	a	5.09	6.79	3.47	7.26	9.23	3.85	2.01	2.66	6.2	7.23	a	b	c	c	b	a	c	b	c	b	8.29	2.12	7.11	0.94	3.75	0.16	5.65	2.14	8.1	2.81	c	b	b	a	a	b	a	a	c	a
x2	2.07	3.7	8.93	1.36	8.82	1.38	3.15	3.11	1.8	4.31	a	a	a	b	b	b	a	a	c	c	0.23	7.81	9.37	2.27	4.53	5.34	0.21	3.89	3.81	0.89	a	a	b	a	b	b	b	a	b	a	4.36	2.86	1.12	5.38	8.82	4.44	2.55	4.83	9.65	9.28	c	c	c	b	a	a	c	c	c	b	7.09	3.44	7.45	6.55	0.49	3.71	6.35	3.31	2.8	3.59	c	b	c	c	c	c	a	c	c	c
x3	6.39	0.53	4.24	2.53	0.61	9.6	8.12	0.53	0.06	5.58	a	b	a	b	b	b	c	a	c	a	7.94	5.45	2.53	7.94	8.3	1.85	7.94	5.45	1.49	0.89	a	a	b	b	c	b	b	b	c	a	6.73	6.57	3.34	6.73	3.9	3.59	6.73	0.99	6.45	4.51	b	c	b	b	b	b	b	b	b	a	1.56	4.33	6.58	2.68	4.77	3.37	7.26	8.59	6.11	6.69	b	c	b	c	b	b	c	a	a	c
x4	8.97	0.53	0.61	8.06	7.13	5.8	0.23	0.53	0.65	9.99	b	a	a	b	b	a	a	a	b	a	2.3	5.45	0.94	4.03	2.93	7.79	0.69	5.45	0.31	4.2	b	a	a	c	b	a	c	a	b	c	6.81	3.96	8.94	2.82	4.52	9.56	6.29	8.98	9.78	5.95	b	a	b	a	a	a	a	a	b	c	8.95	7.5	0.98	9.61	2.09	3.89	2.9	9.57	2.83	7.41	c	c	a	c	c	c	c	b	b	c
x5	7.07	7.96	7.13	3.23	1.54	4.83	8.75	4.96	8.68	6.03	a	b	c	a	c	b	a	a	b	b	9.33	9.37	0.81	1.11	1.37	7.92	2.34	1.87	7.07	4.03	a	b	b	a	a	c	c	a	b	c	2.76	2.65	3.63	7.52	9.21	7.34	6.7	7.6	2.24	1.96	b	c	b	c	c	c	c	c	a	a	9.98	9.39	5.5	3.77	0.31	3.8	4.49	2.16	1.09	2.47	a	c	a	a	b	b	a	a	c	a
x6	4.11	2.83	6.09	5.48	3.1	2.45	7.11	3.31	1.12	2.89	c	a	b	c	b	b	b	a	a	c	4.94	6.15	4.22	2.59	1.01	9.84	9.87	0.99	9.39	8.78	a	a	b	a	b	b	b	a	c	a	2.61	9.1	4.31	4.83	4.73	3.59	2.92	0.59	9.34	1.29	b	b	a	a	c	b	a	a	a	b	0.7	3.62	0.2	8.85	6.31	6.2	2.62	3.96	3.41	1.74	b	c	a	c	c	c	c	a	b	a
x7	4.27	1.75	8.73	0.58	1.61	0.71	8.67	5.15	0.91	5.44	a	a	c	b	b	c	a	c	c	c	7.59	9.39	7.51	3.95	8.05	1.06	5.8	8.9	9.1	8.8	b	b	a	c	c	a	a	a	c	a	3.9	1.78	2.33	9.57	2.87	3.32	3.79	0.44	3.39	9.96	b	a	c	b	a	c	c	a	a	c	8.23	5.36	1.62	7.76	5.43	2.39	4.05	3.04	2.87	2.8	c	a	a	c	a	b	b	a	a	b
x8	0.46	8.19	4.74	4.75	0.99	8.89	0.23	9.96	9.65	5.61	c	a	a	c	b	a	c	a	b	c	8.86	4.49	7.64	2.66	0.6	7.56	3.19	0.78	1.09	5.69	c	a	a	b	b	b	a	a	c	a	8.14	4.09	5.27	9.42	5.5	5.72	1.7	4.07	9.81	0.93	c	a	a	b	b	c	b	a	c	c	1.82	3.8	7.29	9.75	6.02	2.32	0.85	9.72	6.84	1.63	b	b	a	c	c	b	c	c	b	c
x9	3.82	3.88	9.85	1.95	4.73	8.97	9.63	6.1	1.15	8.66	a	a	c	c	a	a	c	b	a	b	7.94	2.41	1.18	7.94	3.89	6.11	7.94	7.17	7.55	2.01	b	b	b	a	c	c	b	b	a	a	6.73	7.59	7.11	6.73	0.79	6.34	6.73	4.15	5.11	0.45	a	b	a	c	a	b	b	b	c	a	9.2	8.44	3.13	9.26	8.98	6.38	1.8	5.24	5.77	4.69	c	a	b	b	a	c	b	a	b	c
