X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x0	7.54	8.21	4.11	1.14	0.98	c	c	b	c	b	7.56	1.25	9.48	4.86	4.34	c	b	c	c	a	5.84	1.73	4.18	5.86	4.47	a	b	b	c	b	3.21	0.71	9.33	8.9	3.46	c	a	a	c	c
x1	0.84	5.4	0.55	2.6	0.85	a	c	a	c	c	0.22	5.4	0.55	9.48	0.85	a	a	b	b	c	5.34	5.04	0.84	0.99	4.36	a	c	b	c	a	3.29	2.42	8.63	9.71	7.24	c	a	c	a	c
x2	4.89	0.24	8.07	4.89	4.89	c	b	b	a	c	1.44	6.31	5.04	1.44	1.44	c	a	c	a	a	5.08	3.11	5.71	8.34	7.95	a	a	b	a	a	5	2.97	9.43	3.72	4.77	a	a	a	c	b
x3	4.03	6.19	7.67	4.39	7.26	c	b	a	b	b	1.41	8.41	6.17	3.28	0.3	a	b	c	b	b	8.47	5.9	0.06	2.73	9.24	c	c	a	b	b	6.48	3.97	6.23	3.06	4.33	a	a	a	c	c
x4	1.05	3.56	6.62	8.87	1.67	c	b	b	c	a	2.24	0.51	7.62	2.8	2.85	b	c	a	b	a	2.35	8.85	3.67	8.8	3.25	b	a	a	a	c	6.21	1.16	5.19	5.08	8.9	b	a	c	c	c
x5	6.99	5.4	0.55	3.66	0.85	a	b	c	c	a	2.9	5.4	0.55	9.82	0.85	b	b	b	a	c	0.98	9.03	4.98	7.05	3.88	a	c	b	a	b	1.45	2.48	3.49	9.2	4.75	a	c	c	a	a
x6	2.88	5.4	0.55	3.43	0.85	c	b	a	a	c	2.05	5.4	0.55	0.4	0.85	b	b	c	a	b	8.55	4.85	2.49	6.53	4.92	a	b	b	c	c	9.91	1.43	4.05	7.36	4.85	c	a	b	c	c
x7	8.75	1.77	2.63	9.52	1.75	b	c	b	c	c	3.22	7.43	2.99	2.76	0.47	a	b	a	b	b	7.4	2.41	9.82	2.57	0.15	b	a	a	c	a	5.16	4.29	8.52	9.36	8.37	b	c	b	b	a
x8	4.89	0.8	8.2	4.89	4.89	c	c	b	a	c	1.44	5.79	2.81	1.44	1.44	c	a	a	a	c	5.93	7.01	9.16	9.97	1.58	c	a	b	b	b	2.93	6.43	0.46	4.32	2.09	c	a	a	b	a
x9	4.89	9.81	2.1	4.89	4.89	c	b	b	a	c	1.44	2.14	0.64	1.44	1.44	c	c	a	a	b	0.78	3.66	6.28	1.54	9.32	c	a	c	b	b	1.74	7.62	3.69	5.94	8.29	a	a	c	a	b
x10	2.28	5.4	0.55	0.16	0.85	c	a	c	b	a	5.06	5.4	0.55	2.59	0.85	a	c	a	c	a	2.15	7.65	2.1	4.09	0.78	a	b	a	b	a	8.87	5.63	0.41	9.21	7.08	c	b	a	a	c
x11	1.84	6.39	5.15	5.15	6.34	b	a	b	b	b	4.36	0.81	4.85	8.01	0.36	a	a	a	c	b	7.41	8.53	8.52	9.34	6.57	c	b	a	b	a	9	9.9	9.73	6.05	6.05	c	b	b	a	a
x12	6.93	5.4	0.55	6.86	0.85	b	a	b	c	c	2.47	5.4	0.55	2.85	0.85	b	c	a	b	a	0.94	1.44	0.87	6.93	1.22	b	b	c	c	b	1.17	0.18	9.28	5.55	8.31	b	b	c	b	b
x13	8.03	8.37	0.96	2.68	4.44	a	c	b	c	a	1.14	0.65	6.91	7.36	7.97	c	c	a	c	b	1.17	6.5	3.4	3.88	9.93	c	a	b	a	a	9.63	0.37	8.27	6.05	4.08	b	b	a	b	a
x14	8.87	7.35	1.04	9.91	1.12	c	a	a	a	a	7.15	5.73	6.71	6.22	6.24	c	b	c	a	a	3.7	6.9	1.16	1.04	1.58	c	a	a	c	b	6.53	2.57	5.32	3.38	3.84	c	a	b	a	b
x15	1.57	4.2	4.75	3.26	6.68	a	b	c	c	b	6.23	6.47	5.12	3.58	7.68	c	b	c	b	b	3.87	8.15	7.69	6.42	8.67	a	c	b	a	c	1.37	6.26	1.35	9.81	9.36	a	c	c	c	b
x16	1.44	4.05	9.79	1.87	4.95	a	b	b	b	b	4.2	0.21	7.5	2.34	4.54	a	c	c	b	a	5.64	9.05	0.48	8.55	2.62	a	b	b	b	a	1.12	7.57	8.94	9.25	0.9	a	c	b	b	a
x17	8.7	6.69	3.66	7.66	2.43	c	c	a	b	a	7.25	5.55	8.23	3.36	3.74	a	c	b	b	a	0.51	2.86	0.89	8.26	9.26	b	c	a	c	c	1.51	5.89	9.1	5.7	0.44	c	b	b	c	a
x18	0.02	8.68	1.48	9.86	4.65	c	c	c	b	b	8.79	8.24	6.48	7.19	6.01	b	c	c	c	b	7.55	2.87	0.66	9.46	3.41	a	a	a	a	b	1.67	4.88	6.93	6.07	3.61	c	c	b	a	c
x19	4.89	4.58	0.38	4.89	4.89	c	b	c	a	a	1.44	8.11	2.13	1.44	1.44	c	b	c	a	c	6.94	5.94	6.51	4.35	7.55	a	c	a	a	a	2.03	3.81	0.64	3.74	6.32	b	c	a	c	c
x20	7.71	1.05	9.34	8.88	1.16	a	a	c	c	a	3.37	9.56	0.59	8.07	8.25	c	a	b	b	a	5.55	2.3	3.87	7.02	9.61	a	a	c	a	a	1.8	3.27	3.69	9.44	0.72	c	a	b	c	b
x21	1.95	5.4	0.55	3.86	0.85	b	b	c	b	b	0.79	5.4	0.55	5.75	0.85	b	a	c	a	a	4.09	3.99	6.32	0.69	0.7	a	a	a	c	c	1.19	1.34	7.76	4.98	1.06	c	a	c	c	b
x22	4.89	2.92	4.06	4.89	4.89	c	a	a	a	c	1.44	2.54	5.66	1.44	1.44	c	c	a	a	c	8.77	6.22	3.68	3.4	1.37	b	b	a	c	a	1.84	0.99	5.95	4.54	3.64	a	a	c	a	a
x23	1.35	5.4	0.55	8.25	0.85	c	c	a	b	c	5.4	5.4	0.55	3.76	0.85	b	c	a	b	b	9.9	3.33	0.98	2.88	9.31	b	a	a	c	b	7.54	4.95	7.61	3.78	1.19	a	a	c	a	a
x24	4.5	5.4	0.55	4.29	0.85	a	a	b	b	c	7.98	5.4	0.55	5.91	0.85	b	a	b	b	b	6.63	2.82	0.69	6.63	8.29	c	b	a	b	c	0.9	1.82	1.82	9.74	8.72	a	c	c	c	b
x25	6.66	8.99	1.25	3.5	0.1	c	c	b	b	a	3.4	8.44	1.66	2.65	7.48	b	a	a	b	a	0.36	1.88	0.5	9.45	7.81	c	a	b	c	a	9.04	0.17	7.73	2.77	0.22	a	c	b	a	b
x26	2.86	6.56	2.85	1.23	3.88	b	a	a	c	a	0.92	6.55	6.52	9.19	5.39	b	a	a	c	a	8.75	2.85	1.39	3.19	0.09	c	c	c	b	c	0.91	0.79	2.59	1.83	5.55	b	a	c	a	b
x27	4.05	9.82	7.06	7.21	8.5	b	b	c	b	b	4.24	2.43	1.48	2.84	3.07	a	a	b	b	b	0.83	6.49	3.6	1.21	4.78	c	a	b	a	c	9.93	2.44	7.66	1.89	7.91	b	c	b	a	b
x28	3.9	5.4	0.55	3.68	0.85	a	a	c	b	b	8.24	5.4	0.55	5.81	0.85	b	b	a	b	a	9.1	7.94	9.99	9.12	8.07	b	a	c	a	c	8.38	1.69	4.62	7.75	0.53	b	c	a	b	c
x29	3.56	5.4	0.55	4.56	0.85	b	a	c	b	c	4.33	5.4	0.55	7.04	0.85	c	b	c	c	c	9.6	3.78	6.44	3.13	9.72	c	a	a	c	c	9.7	0.55	4.34	3.76	1.95	c	c	c	c	a
x30	0.72	5.4	0.55	8.18	0.85	b	a	c	b	a	8.65	5.4	0.55	9.41	0.85	c	b	a	b	c	4.36	3.86	7.37	1.96	7.21	b	c	c	b	a	9.82	0.33	8.06	6.81	4.49	a	b	a	a	c
x31	4.89	4.38	1.68	4.89	4.89	c	c	a	a	c	1.44	1.35	0.12	1.44	1.44	c	b	a	a	a	0.81	3.29	7.78	2.28	7.96	c	c	a	b	b	5.27	7.17	6.16	6.26	9.63	b	b	b	c	b
x32	4.04	2.43	4.11	9.65	6.56	b	b	a	a	c	9.94	1.72	9.88	9.08	6.98	c	c	c	a	c	6.81	6.1	0.35	8.35	4.55	c	a	a	c	b	3.79	2.47	3.07	0.09	6.39	a	b	c	a	a
x33	4.89	2.29	1.51	4.89	4.89	c	c	c	a	c	1.44	6.12	6.75	1.44	1.44	c	b	b	a	a	2.16	7.06	2.33	1.45	5.16	b	c	c	a	a	8.84	2.84	8.32	4.02	9.12	c	c	c	b	c
x34	4.89	2.56	2.74	4.89	4.89	c	a	a	a	a	1.44	4.08	7.17	1.44	1.44	c	a	c	a	c	5.1	4.19	8.86	2.35	8.18	c	c	a	a	b	4.93	2.19	2.09	1.28	7.58	a	b	a	b	a
x35	2.49	7.89	3.74	8.14	4.39	a	c	a	b	b	9.95	5.11	0.91	9.92	3.27	c	b	c	c	c	1.42	3.9	2.54	1.48	6.4	b	b	c	c	b	0.25	6.17	4.88	1.92	6.95	b	b	b	c	c
x36	4.9	5.4	0.55	0.22	0.85	b	c	c	b	b	3.75	5.4	0.55	7.26	0.85	c	b	a	b	c	0.63	5.89	1.43	5.68	0.93	a	b	c	b	b	9.82	8.3	8.38	2.81	8.46	a	a	b	a	a
x37	4.89	4.2	0.39	4.89	4.89	c	c	c	a	a	1.44	1.74	0.86	1.44	1.44	c	a	c	a	b	1.73	6.38	2.55	6.61	7.63	c	a	b	c	c	8.86	8.31	2.09	3.07	5.18	a	b	a	b	c
x38	0.79	3.8	7.85	2.43	7.88	b	c	b	a	b	1.31	8.01	1.98	9.81	6.22	c	a	c	b	c	4.04	8.72	7.28	1.3	7.28	b	b	c	b	a	5.02	8.45	9.7	9.73	2.67	b	c	b	b	b
x39	0.84	7.48	5.75	4.37	7.83	c	a	c	c	b	1.34	4.71	4.47	8.19	7.46	a	a	c	b	a	6.13	6.92	6.64	8.45	0.98	a	a	b	a	a	1.4	4.92	4.92	0.35	1.31	b	a	c	b	b
x40	4.54	0.14	9.1	7.18	8.38	b	a	b	b	c	2.07	8.78	5.26	2.84	7.97	a	a	b	a	c	2	7.24	0.9	3.7	6.9	c	c	c	c	c	6.79	6.75	0.83	9.55	9.53	c	c	c	b	c
x41	2.2	0.06	4.76	8	5.91	c	b	a	c	a	0.75	8.68	0.89	1.29	9.46	a	a	c	c	b	1.92	7.99	3.4	5.38	1.25	b	a	a	a	b	3.32	7.18	0.96	5.35	5.88	a	b	c	a	b
x42	3.59	8.51	1.4	0.95	6.59	b	b	b	a	b	1.37	2.14	3.13	9.12	1.51	a	a	b	c	a	0.05	9.87	7.6	0.32	0.24	b	a	a	c	a	4.48	5.11	9.07	8.4	3.36	a	a	b	a	c
x43	7.59	0.74	6.28	7.33	7.43	c	a	b	c	a	8.15	6.55	8.47	8.61	5.33	b	c	c	c	b	7.69	0.78	9.04	7.09	4.45	b	a	b	b	b	2.05	5.48	6.13	4.87	8.26	a	b	c	a	a
x44	4.89	6.03	1.01	4.89	4.89	c	c	b	a	b	1.44	1.58	6.01	1.44	1.44	c	b	b	a	b	6.2	3.52	4.93	1.39	9.6	b	b	a	c	b	0.24	5.74	2.61	3.43	3.98	c	a	a	b	b
x45	4.93	3.26	9.33	2.85	4.26	c	c	b	a	b	0.36	7.9	7.21	6.59	8.26	c	a	a	c	c	2.18	1.13	0.92	2.42	8.89	b	c	c	b	a	9.99	9.28	0.73	7.01	4.32	b	c	a	a	b
