X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x0	0.12	7.83	2.53	3.11	1.18	b	a	b	a	b	4.02	5.2	8.7	8.7	8.7	a	c	b	a	b	6.24	2.62	9.63	9.63	9.63	c	b	a	c	a	6.3	9.81	2.83	2.83	2.83	b	a	a	a	a	3.33	2.98	5.88	5.88	5.88	a	b	c	a	c	5.94	3.34	9.73	1.24	3.25	a	c	b	a	a
x1	4.58	2.56	6.27	0.1	8.58	c	a	b	b	c	2.43	4.45	3.59	3.63	6.24	b	b	a	c	b	1.76	0.04	2.36	6.42	5.6	a	b	a	a	c	0.41	5.81	2	6.48	3.54	c	a	c	a	a	8.56	4.49	9.95	5.03	6.74	b	b	c	c	c	3.44	1.91	7.92	3.01	7.67	b	a	a	a	b
x2	1.98	9.09	0.94	0.19	5.78	b	a	b	b	a	1.64	1.29	6.5	3.47	6.16	c	c	a	a	b	3.54	0.06	6.01	0.92	0.71	a	b	c	a	c	9.41	3.57	6.52	3.99	7.91	b	b	a	a	a	7.22	2.45	8.04	8.06	5.92	a	a	c	a	a	0.68	7.25	3.96	7.93	1.45	c	a	c	a	a
x3	4.72	9.25	5.22	1.16	5.04	a	c	c	c	b	5.48	0.57	8.7	8.7	8.7	c	a	a	a	c	6.11	5.17	9.63	9.63	9.63	c	c	b	b	b	6.88	0.19	2.83	2.83	2.83	b	b	c	c	b	4.26	2.33	5.88	5.88	5.88	b	b	c	b	c	1.54	2.96	8.57	1.07	7.59	a	b	c	a	c
x4	8.43	4.32	1.25	7.38	7	a	c	c	b	c	3.88	3.88	6.61	3.88	7.44	b	b	c	b	a	8.2	8.2	3.81	8.2	6.35	b	b	a	a	b	2.7	8.57	9.67	2.81	5.22	c	a	c	a	c	4.83	7.7	7.85	6.62	8.3	a	b	a	c	a	9.42	5	7.92	3.09	3.72	c	c	b	c	b
x5	5.18	1.42	1.81	7.84	2.54	a	a	a	b	a	7.02	3.44	4.37	9.05	2.11	c	b	b	b	c	5.97	1.62	2.04	2.38	3.29	c	b	a	b	b	8.78	8.08	9.26	0.64	3.58	c	c	a	a	c	1.76	2.42	5.39	5.81	6.98	b	c	a	a	b	6.33	8.21	5.39	3.26	3.28	b	c	c	b	a
x6	5.72	5.66	6.07	0.53	6.38	c	b	a	a	b	3.88	3.88	1.2	3.88	4.63	b	b	b	b	b	8.2	8.2	7.44	8.2	5.67	b	b	b	b	c	6.44	3.39	9.39	3.79	5.46	c	b	a	a	a	9.56	0.61	3.95	4.85	2.63	a	c	a	b	b	2.02	1.94	9.56	0.8	6.23	a	c	b	a	a
x7	7.88	9.27	5.51	1.89	6.19	a	b	a	b	a	3.88	3.88	5.37	3.88	0.11	b	b	b	a	c	8.2	8.2	8.29	8.2	0.67	b	b	c	b	a	8.64	3	2.59	3.94	2.76	b	a	b	a	b	7.06	3.68	4.41	8.76	4.58	b	a	a	a	b	9.75	2.72	5.92	3.81	0.47	c	a	a	c	a
x8	7.27	0.66	4.52	1.12	1.36	c	c	b	c	a	8.56	7.57	9.96	3.23	4.21	b	c	b	b	c	6.08	3.61	7.9	2.99	3.19	a	c	c	a	b	2.62	2.82	5.83	2.92	5.44	a	b	b	b	b	1.02	9.26	9.66	9.69	5.53	b	a	c	c	b	6.24	8.54	7.69	5.77	5.83	c	c	c	c	a
x9	3.14	1.13	6.26	2.24	3.69	b	b	c	b	c	3.3	9.98	5.77	2.39	2.43	a	b	b	a	b	5.5	5.24	6.93	2.23	5.28	b	a	c	c	a	6.89	1.2	6.68	4.63	7.16	c	c	a	a	c	5.68	7.41	0.41	3.84	6.02	a	c	b	b	c	2.08	1.41	6.92	1.5	0.81	b	c	a	b	c
x10	1.4	8.63	4.55	7.65	7.52	c	b	c	a	c	9.49	4.5	8.7	8.7	8.7	c	b	c	a	c	5.37	6.15	9.63	9.63	9.63	a	b	b	c	c	9.68	7.85	2.83	2.83	2.83	b	b	c	a	b	0.42	5.37	5.88	5.88	5.88	a	c	b	b	a	3.06	7.56	3.83	9.35	9.5	b	a	a	c	a
x11	4.99	0.54	4.63	3.23	2.63	a	a	a	a	c	4.03	5.32	2.27	1.75	1.98	a	a	a	c	c	4.3	8.39	6.76	3.95	6.8	a	c	a	c	b	6.14	4.22	3.91	3.83	9.92	a	b	c	a	b	8.89	2.98	8.64	5.99	5.57	a	a	a	a	b	7.6	1.4	7.65	6.56	9.39	a	a	c	c	a
x12	7.65	1.63	6.1	7.74	8.96	b	b	b	c	b	6.99	5.62	7.55	6.66	1.82	a	b	a	b	c	5.27	1.63	8.72	1.29	9.5	a	c	a	b	b	3.38	3.48	1.08	1.61	2.6	c	a	c	a	a	2.71	6.8	7.36	7.4	9.58	b	a	a	c	b	3.58	6.18	7.87	8.41	8.64	c	b	a	a	b
x13	3.53	6.75	6.3	6.81	4.31	b	a	c	a	c	0.78	1.42	5.5	8.04	7.24	a	a	c	a	b	1.36	2.93	9.22	9.8	3.1	a	b	c	c	c	4.32	6.71	8.9	7.53	5.89	a	b	c	c	a	3.34	2.57	1.94	1.96	7.76	a	b	c	c	b	1.98	3.52	1.65	2.57	9.57	a	c	a	b	c
x14	0.6	8.39	0.46	7.97	4.84	c	c	a	b	c	7.34	9.13	0.41	3.44	6.66	a	a	c	b	c	7.92	6.43	1.82	9.77	2.53	b	b	c	c	a	6.35	9.68	8.49	0.99	9.22	c	b	c	c	a	9.28	3.37	0.46	7.51	6.97	b	b	c	c	c	8.5	9.67	3.44	7.13	9.14	c	a	b	c	a
x15	8.67	3.82	2.55	0.73	7.09	c	a	c	b	c	3.88	3.88	4.01	3.88	3.56	b	b	c	a	c	8.2	8.2	2.93	8.2	6.21	b	b	c	a	b	0.68	5.67	9.27	2.43	9.1	a	a	a	c	b	4.96	1.42	0.07	6.27	9.43	c	a	b	b	b	7.4	6.31	2.89	7.29	4.21	b	c	c	b	c
x16	6.55	5.36	1.55	2.46	2.81	b	a	a	b	a	4.8	8.32	5.86	7.59	5.74	a	c	c	c	b	4.73	8.19	4.25	1.26	2.62	c	b	c	c	c	0.61	3.83	6.66	8.77	5.28	c	b	c	c	c	1.8	9.15	6.05	9.4	1.82	c	b	c	c	b	3.9	5.05	3.48	6.22	5.61	a	c	b	c	a
x17	3.07	7.85	0.25	1.18	2.83	c	c	a	a	a	7.53	6.7	0.97	8.42	2.78	c	c	c	b	a	9.33	9.58	9.29	0.28	7.6	c	b	c	c	c	4.31	9.11	8.13	4.89	3.54	c	b	c	b	b	3.62	1.43	6.91	3.37	4.51	c	a	a	c	b	9.82	2.44	1.73	3.1	3.53	a	b	a	b	b
x18	8.77	6.93	2.68	1.53	1.17	a	c	a	a	b	8.08	6.45	0.55	7.19	0.57	c	a	a	b	c	9.21	9.95	2.49	7.78	6.77	a	b	a	a	c	1.69	9.42	8.45	0.02	2.91	c	b	a	b	a	9.33	2.41	3.71	6.49	0.67	a	c	b	c	c	1.95	2.08	1.27	9.8	9.04	b	b	b	b	b
