X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x0	0.95	9.26	6.13	9.62	7.3	c	a	c	a	b	5.85	8.72	1.41	2.14	6.77	c	a	c	a	b	0.19	2.21	4.59	1.7	6.76	c	c	c	b	c	1.05	1.13	0.55	1.69	9.81	a	c	b	b	a	0.36	9.22	3.18	1.98	5.77	a	c	b	b	a	7.63	4.4	7.22	2.59	5.31	c	b	a	b	b
x1	9.51	4.47	4.42	1.84	1.77	a	a	a	a	b	9.98	7.98	5.82	2.22	6.44	a	a	b	b	c	3.55	6.02	5.85	5.72	3.43	a	c	a	c	b	0.19	7.03	7.68	9.19	3.9	b	a	a	a	b	0.19	7.03	2.75	2.21	2.05	b	a	c	a	a	0.57	8.63	8.82	3.84	5.16	b	a	a	b	b
x2	8.55	8.01	6.15	0.27	4.76	c	a	c	a	b	0.05	3.72	7.68	0.69	10	c	b	c	a	a	4.27	7.5	6.76	9.81	4.23	b	a	c	a	c	2.78	8.39	2.35	4.57	1.59	b	a	c	a	b	3.44	4.17	8.66	0.07	4.81	a	a	b	a	a	6.34	7.13	9.24	2.95	1.18	c	b	b	c	c
x3	4.89	0.81	0.87	5.33	2.55	b	c	c	a	c	6.81	0.84	9.82	0.55	4.58	a	c	a	b	b	0.01	3.62	5.88	9.39	6.55	a	a	a	a	c	0.19	7.03	2.18	1.98	8.36	b	a	c	a	b	0.19	7.03	5.91	5.79	6.91	b	a	a	a	c	6.61	8.37	8.96	2.54	8.47	b	b	c	c	a
x4	6.07	6.07	4.19	3.58	3.81	b	c	b	a	b	3.27	5.26	4.71	4	3.96	a	c	b	c	b	7.78	5.33	8.26	7.2	5.47	b	b	b	b	c	5.16	5.83	4.48	6.3	3.97	a	c	b	a	c	7.21	4.34	7.71	7.02	3.08	b	b	c	c	c	7.73	3.51	3.23	2.39	2.28	a	c	b	c	c
x5	3.07	4.91	0.52	9.56	3.93	b	b	a	a	b	0.52	9.9	0.32	7.48	7.83	a	c	b	b	b	6.39	9.58	7.06	3.06	4.95	a	b	b	b	c	3.32	9.59	2.7	5.28	3.93	b	a	b	c	b	9.46	0.41	1.27	3.95	7.55	b	a	a	c	a	5.23	3.6	1.83	1.86	1.69	a	b	c	b	c
x6	8.12	6.29	9.13	1.34	2.4	c	a	a	a	b	6.19	3.34	1.69	7.61	8.43	c	b	a	c	c	4.82	5.71	2.09	5.72	0.55	a	c	b	c	b	2.98	7.03	6.6	3.22	3.77	b	a	c	b	c	8.9	1.53	2.42	8.19	4.72	c	c	b	a	a	7.74	2.21	4.81	9.62	9.97	a	a	a	a	a
x7	2.18	5.37	2.72	9.8	9.1	a	a	b	c	b	2.53	2.9	8.92	2.78	5	b	b	c	b	a	5.83	4.21	5.8	3.21	4.46	b	c	a	c	c	3.58	2.19	6.87	1.95	6.81	a	b	a	c	c	0.32	2.91	7.36	7.12	8.32	c	c	c	c	a	4.67	1.96	3.59	7.08	7.48	b	b	a	b	b
x8	0.51	9.71	2.31	4.46	2.67	c	b	c	c	c	1.55	0.37	4.62	0.12	6.35	a	a	a	b	a	5.54	8.54	8.6	0.17	7.37	c	a	a	a	c	8.03	9.18	6.82	7.16	6.44	c	c	a	b	c	8.51	2.82	5.62	0.22	9.96	a	a	b	c	c	0.75	3.32	6.54	5.97	1.73	c	b	c	c	c
x9	5.36	5.45	3.76	2.56	7.9	b	a	b	c	c	3.49	5.61	5.36	3.82	1.37	c	a	b	a	c	7.26	8.54	4.65	0.38	0.73	c	c	a	a	c	8.46	0.85	7.68	0.85	5.98	c	a	b	a	b	8.04	7.72	7.68	0.85	5.98	c	b	c	a	c	6.45	6.62	1.89	8.2	6.84	c	c	b	c	b
x10	9.94	8.78	8.16	3.37	9.64	c	b	c	a	b	4.17	3.44	9.19	1.93	6.54	c	c	b	b	a	2.95	7.69	7.56	1.87	3.96	a	a	b	a	a	2.55	5.01	4.52	5.07	3.98	c	b	c	c	a	0.56	2.11	8.11	3.42	1.74	c	c	c	c	b	2.3	8.78	9.9	3.35	1.37	c	a	b	b	b
x11	9.53	9.56	0.17	4.66	1.49	a	c	c	b	c	3.99	5	7.69	3.11	8.11	a	c	b	c	b	3.66	3.48	6.28	8.87	5.18	a	b	c	c	b	5.06	9.29	7.68	0.85	5.98	a	a	a	a	b	7.72	8.74	7.68	0.85	5.98	a	b	c	b	b	9.67	6.77	0.48	8.19	2.66	b	a	a	b	c
x12	9.19	1.16	8.65	6.29	5.32	c	b	b	b	b	2.12	3.08	7.83	9.81	7.99	a	b	a	c	b	2.33	0.17	9.95	0.58	6.21	a	a	a	b	b	3.85	6.8	0.46	5.44	7.17	a	a	a	a	b	6.21	8.16	9.01	7.71	9.7	a	a	c	b	b	8.93	9.08	2.54	8.23	8.99	c	b	c	b	c
x13	9.55	4.18	9.4	0.69	4.51	c	a	a	c	c	8.22	8.11	9.99	8.99	0.33	a	b	b	c	a	0.91	2.06	9.44	9.28	0.5	b	a	a	c	b	1.92	3.1	1.52	5.04	3.74	b	c	b	c	c	9.9	2.05	6.3	5.26	9.12	b	c	c	a	b	0.68	6.47	4.32	3.71	5.2	b	c	c	c	a
x14	2.58	6.82	1.96	4.5	6.21	a	c	b	b	c	4.06	0.09	7.34	7.1	2.82	a	c	b	b	b	6.98	5.79	9.3	4.53	0.67	a	a	b	c	b	0.36	3.92	0.66	2.04	4.74	a	a	a	c	b	9.88	2.59	5.72	8.71	0.63	a	a	b	a	b	8.83	7.6	3.6	1.79	7.24	c	c	b	c	a
x15	3.41	1.06	6.75	0.34	7.77	a	b	b	b	b	3.87	7.36	8.98	4.9	1.58	c	b	c	c	a	7.58	1.47	8.71	4.79	3.67	b	c	a	b	c	4.12	6.35	3.72	3.95	3.7	a	c	a	c	a	0.49	6.54	8.54	9.95	5.88	c	c	c	c	c	7.02	3.22	3.92	8.48	9.5	c	c	b	b	a
x16	5.96	6.42	0.41	9.55	4.69	b	b	b	a	a	2.57	3.41	4.24	5.25	4.35	a	c	a	c	b	4.47	6.03	8.92	5.85	2.34	a	a	c	a	b	2.59	3.85	8.13	0.96	6.5	a	a	c	a	b	7.86	9.92	7.22	1.76	0.21	a	b	c	c	b	0.55	2.62	5.89	8.98	6.73	a	c	b	a	b
x17	2.9	4.37	4.86	0.95	3.95	c	a	c	a	b	2.45	2.57	8.28	5.56	8.47	c	b	b	b	b	0.39	4.01	3.64	6.82	7.84	a	a	c	b	a	0.19	7.03	7.68	0.85	5.98	b	a	c	a	a	0.19	7.03	7.68	0.85	5.98	b	a	c	a	c	2.56	3.3	3.15	6.76	4.49	b	a	a	c	a
x18	9.6	4.63	2.78	7.62	2.26	b	a	a	b	a	7.74	2.7	1.61	9.98	2.79	b	c	b	a	a	5.92	1.7	8.7	8.73	0.62	c	b	a	b	c	7.7	3.77	6.63	2.78	3.23	a	a	b	c	b	8	3.37	1.95	9.35	7.13	c	a	b	b	a	4.07	6.06	2.54	5.4	9.31	a	b	a	c	b
x19	2.66	1.06	6.5	6.94	7.11	a	c	b	c	b	9.15	6.76	3.87	1.41	6.97	b	c	c	a	b	5.24	6.34	5.35	7.33	7.21	a	a	c	c	b	5.43	4.57	0.33	9.46	4.26	a	a	a	c	b	1.02	4.93	9.62	2.59	9.11	a	a	a	a	a	7.6	3.07	4.78	9.55	5.63	b	b	c	c	b
x20	4.06	3.76	9.1	4.62	6	b	b	b	c	b	6.67	8.32	0.89	3.96	9.35	b	c	a	c	c	8.85	8.54	0.11	2.24	9.87	a	c	b	b	c	0.19	7.03	5.4	2.34	9.38	b	a	c	a	a	0.19	7.03	9.06	6.91	8.65	b	a	b	a	a	4.63	9.43	6.83	4.59	6.33	b	c	b	b	a
x21	4.48	3.62	7.12	5.29	4.61	a	b	a	b	c	5.43	2.24	9.51	9.33	4.02	a	c	a	c	b	6.2	0.81	9.97	9.8	8.9	a	c	c	c	b	6.55	4.5	2.49	3.09	3.72	a	c	c	a	b	3.44	1.91	6.42	1.68	7.12	a	a	c	a	b	3.5	8.02	0.08	1.28	2.18	a	a	c	c	a
x22	8.36	2.35	7.35	3.3	1.07	c	c	a	c	c	5.49	7.95	3.49	5.84	6.26	c	c	b	c	a	3.49	5.85	9.75	6.56	2.82	b	c	b	c	b	4.36	7.86	5.05	3.39	8.45	b	b	b	a	c	7.55	1.37	7.92	2.23	4.97	a	a	b	c	b	5.6	5.88	7.21	9.51	5.47	b	c	b	a	c
