X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x0	3.12	0.21	6.57	6.1	3.67	b	c	b	b	a	3	6.53	4.76	2.9	4.76	a	a	b	c	c	3.23	5.65	1.37	0.44	1.37	a	c	b	b	c	5.05	5.44	2.35	9	2.35	a	b	b	a	c	6.29	7.48	7.88	1.57	2.26	b	a	a	c	c	5.26	1.31	8.41	3.5	2.66	a	b	a	b	b
x1	5.78	9.05	6.62	0.25	4.22	a	a	b	c	b	6.34	9.9	8.25	8.71	3.32	a	c	a	c	b	6.34	9.9	7.26	8.71	6.87	a	a	c	c	b	6.34	9.9	1.16	8.71	7.03	b	b	c	a	b	5.82	2.49	2.77	6.63	1.4	a	c	b	c	b	2.23	1.8	9.3	2.22	8.25	b	c	c	c	b
x2	4.22	1.18	0.1	6.35	6.4	c	a	b	a	c	2.69	8.85	5.02	1.67	8.75	c	c	b	b	c	4.26	9.88	3.49	5.2	3.03	c	a	a	b	b	9.33	6.59	0.18	2.85	5.05	c	b	a	b	b	4.95	5.22	6.18	7.2	4.36	b	a	c	c	a	9.02	1.11	9.24	8.33	9.87	a	a	c	b	a
x3	1.49	7.69	4.01	6.88	9.13	b	c	c	b	a	3.39	1.64	8.5	7.9	7.19	c	c	c	c	b	2.03	1.59	9.74	6.12	0.58	a	a	c	a	a	3	9.73	3.24	1.57	7.25	a	b	b	a	b	8.35	1.05	1.81	2.7	9.63	b	c	b	c	b	7.91	6.53	1.13	3.9	4.34	a	b	a	a	b
x4	5.42	3.87	0.53	0.61	4.21	a	c	c	c	b	6.05	2.84	8.31	9.12	6.07	a	a	b	c	b	2.22	5.02	0.06	4.68	5.23	a	b	a	c	b	1.68	0.93	2.67	6.63	7.54	c	c	c	a	a	7.94	5.71	6.05	1.56	7.31	b	b	c	a	b	6.87	6.19	2.12	9.21	2.1	c	b	a	c	a
x5	9.71	5.89	5.27	6.76	9.35	b	b	a	c	c	8.85	2.61	4.44	3.08	4.44	b	a	a	b	b	8.1	3.55	2.1	3.57	2.1	a	c	a	b	b	3.24	0.64	5.38	0.69	5.38	c	c	a	b	b	6.41	6.58	2.4	7.98	2.4	c	c	a	b	b	3.07	8.41	3.24	3.68	7.76	b	c	b	c	c
x6	5.79	9.47	5.7	5.17	3.34	b	c	b	b	a	6.34	9.9	4.44	8.71	4.44	a	a	a	b	b	6.34	9.9	2.1	8.71	2.1	c	b	a	b	b	6.34	9.9	5.38	8.71	5.38	a	b	a	b	b	9.03	3.54	2.4	5.77	2.4	a	c	a	b	b	9.25	1.27	9.13	3.66	5.14	a	c	a	c	a
x7	5.4	8.95	7.97	7.28	0.17	b	a	b	a	a	9.56	3.33	6.38	4.98	6.56	c	c	b	a	b	5.27	4.29	3.05	0.19	0.52	b	a	a	a	b	5.4	3.77	9.85	2.07	9.68	b	a	c	b	b	3.77	0.56	0.74	4.26	2.56	b	c	c	b	a	9.16	7.64	0.9	5.6	3.7	a	c	b	c	a
x8	8.03	5.24	6.22	6.28	8.84	a	c	b	b	a	3.47	7.48	1.66	7.57	1.11	b	b	c	c	b	2.3	3.07	9.57	6.79	3.08	a	b	c	b	c	5.77	2.61	7.92	7.14	4.83	b	c	a	b	c	2.47	0.3	1.63	4.04	0.94	b	c	b	b	b	2.67	6.03	4.82	5.26	9.55	c	c	c	b	b
x9	3.64	4.69	4.27	5.61	7.57	b	a	c	a	c	6.81	5.6	3.19	7.16	5.18	b	b	b	a	c	2.89	5.93	3.06	8.37	0.35	b	a	b	b	c	7.02	8.87	4.19	4.91	6.98	a	c	c	c	c	5.35	9.32	4.05	1	0.86	a	a	c	c	b	4.91	3.67	0.72	3.8	6.89	a	c	a	a	c
