X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x0	3.35	8.05	3.17	7.97	4.38	3.66	1.69	2.56	6.49	2.38	a	b	c	a	a	b	a	b	a	c	9.78	2.83	9.67	9.03	3.81	0.77	9.01	6.14	7.49	7.04	a	a	c	c	a	a	b	a	b	b	0.1	1.77	3.01	6.2	3.46	6.79	2.79	1.5	6.36	7.11	c	a	a	c	b	c	a	c	b	c	2.71	0.72	7.94	2.24	0.57	7.39	4.01	6.66	8.79	7.42	c	c	b	b	c	b	c	b	a	c
x1	4.31	2.57	0.31	9.24	0.55	2.59	8.34	4.86	7.78	8.33	b	c	c	b	b	b	c	b	a	a	3.27	1.37	9.78	4	8.79	7.16	5.07	7.49	8.95	3.31	a	b	a	b	b	c	c	a	b	b	1.66	1.69	8.43	1.69	4.83	3.49	2.59	9.9	4.37	1.99	c	b	b	a	a	b	a	c	a	b	1.05	6.73	1.96	4.71	9.15	9.46	2.31	0.34	8.92	4.35	a	b	a	c	a	c	c	a	b	b
x2	3.47	3.16	2.28	6.53	7.13	5.06	5.22	6.36	3.13	4.72	a	a	a	a	c	a	a	b	b	a	5.69	6.1	4.25	9.71	4.06	5.2	1.45	3.76	5.7	8.7	a	b	c	c	b	a	c	c	b	a	2.91	8.2	0.68	0.82	3.21	5.2	4.13	0.22	5.98	7.97	b	c	b	b	c	b	b	a	a	b	2.17	5.82	4.52	8.66	3.18	8.52	8.94	1.3	2.55	3.53	a	c	c	a	b	c	c	b	b	c
x3	0.71	1.36	1.66	7.58	2.02	2.74	6.82	4.35	1.09	1.92	b	b	a	c	b	b	b	a	b	c	2.54	6.15	5.68	6.23	4.82	4.41	1.6	8.92	2.99	2.95	a	a	c	b	a	b	c	b	a	c	6.1	4.24	8.98	6.98	3.99	6.95	4.82	4.44	9.6	4.57	a	a	c	b	a	a	b	b	b	c	1.72	4.03	1.08	3.26	0.22	7.69	3.7	8.78	8.17	5.97	c	c	a	c	b	c	a	b	c	c
x4	8.79	9.9	5.12	4.85	0.31	8.65	0.48	8.35	9.03	7.58	a	b	a	a	a	b	a	a	a	b	2.62	7.52	7.68	2.31	0.77	7.72	2.21	1.83	1.31	6.13	a	a	b	b	a	a	a	a	c	c	0.71	7.57	0.54	3.6	1.36	9.88	6.3	8.36	4.96	0.71	a	c	b	b	c	b	a	a	c	a	0.35	8.38	4.75	6.8	5.75	1.07	5.49	2.4	6.05	3.03	a	c	c	c	a	c	c	b	a	a
x5	1.1	9.35	3.95	3.11	9.64	1.12	9.78	2.73	7.74	0.75	c	b	c	b	a	a	c	a	b	a	8.57	9.41	3.14	8.41	8.84	1.26	6.8	6.46	7.92	6.84	b	c	c	a	a	b	b	a	b	a	5.94	3.41	5.25	7.57	2.21	5.96	3.66	7.89	1.36	2.83	c	b	b	a	a	c	b	b	c	a	1.45	3.91	4.59	9.44	9.73	8.3	0.74	0.93	7.16	1.27	a	a	b	a	b	a	b	c	c	b
x6	3.22	2.49	6.36	1.05	1.82	4.57	0.33	8.43	4.67	1.82	b	b	c	b	b	c	b	a	c	a	9.71	4.04	3.59	6.35	0.24	7.1	5.9	10	5.09	0.24	b	b	b	c	a	c	a	a	c	c	1.02	1.42	0.25	9.2	2.21	5.54	8.68	6.82	9.8	9.57	b	a	a	b	b	b	c	c	c	c	2.77	0.12	4.87	9.8	4.43	6.21	3.39	3.21	6.78	5.37	b	a	a	c	b	b	a	a	b	a
x7	9.4	7.73	8.25	8.53	0.68	1.52	2.22	9.94	7.18	6.3	b	b	a	a	c	b	b	c	b	a	5.16	6.44	2.87	4.03	5.09	2.99	9.23	5.92	0.83	8.24	c	c	c	b	b	b	b	b	b	a	1.55	7.8	2.87	4.57	9.3	6.2	9.23	5.92	9.85	8.28	b	a	a	c	a	a	b	c	b	c	9.33	9.49	8.96	5.92	7.68	4.42	8.9	3.84	6.29	1.13	a	b	c	b	c	a	c	b	c	a
x8	3.96	3.24	0.67	5.69	4.42	8.22	4.55	2.06	8.62	7.29	b	b	c	a	b	c	b	a	a	b	9.77	3.37	9.14	5.1	4.55	3.12	8.57	3.61	5.95	9.33	c	b	b	b	c	b	b	c	c	a	5.8	0.78	2.46	2.14	6.37	6.96	2.1	0.42	0.28	0.06	b	a	c	a	b	c	c	a	c	a	8.82	6.58	1.24	6.73	0.15	8.28	5.91	5.16	3.57	9.02	b	c	b	b	c	c	b	c	b	a
x9	4.27	3.83	6.52	6.86	9.26	6.39	7.01	1.49	2.8	6.84	c	b	c	c	a	b	a	c	a	b	8.3	6.47	7.95	0.49	9.06	3.51	9.68	1.22	7.26	1.37	c	a	a	a	a	c	a	c	c	c	5.4	2.13	8.07	4.62	1.85	4.68	0.94	7.23	5.14	2.43	c	b	b	b	b	b	a	c	b	a	9.86	5.92	7.79	6.84	4.09	1.74	0.14	8.51	5.35	9.74	b	c	b	c	b	b	b	a	a	b
