X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x0	6.16	3.19	6.09	6.86	0.99	a	a	b	c	a	3.75	9.19	5.32	2.51	8.01	a	a	c	b	b	2.19	6.35	1.52	0.47	5.53	c	a	a	c	b	7.67	2.06	9.51	7.04	7.23	b	a	a	b	b	8.32	4.32	3.69	9.76	3.67	c	a	c	a	b	4.03	6.93	0.07	0.11	6.73	b	a	c	a	b
x1	9.59	7.39	2.84	8.32	5.73	a	b	b	c	b	5.94	5.27	1.4	5.86	2.07	a	a	a	c	a	5.94	1.96	1.4	5.86	2.07	a	a	b	c	c	4.29	2.4	1.4	5.86	8.13	c	c	a	b	c	8.07	7.95	1.4	5.86	3.23	a	a	a	a	c	8.35	2.92	6.56	0.73	9.27	a	c	b	a	a
x2	1.91	2.11	7.2	4.69	5.6	b	c	a	a	a	7.52	1.03	9.63	5.31	2.94	c	c	b	c	a	0.76	6.79	0.84	3.03	6.43	a	a	a	a	b	8.77	2.11	4.02	8.17	0.61	c	c	b	c	b	4.34	1.12	4.1	2.66	4.97	a	a	b	a	c	7.62	1.63	2.93	6.69	6.06	c	a	b	a	c
x3	7.06	5.79	2.84	3.71	2.69	c	a	c	a	c	7.82	3.52	6.04	0.72	1.4	b	b	b	c	c	3.12	3.52	6.69	0.49	1.4	b	b	c	c	c	5.73	3.52	4.7	5.21	1.4	c	b	c	c	b	1.53	3.52	5.05	5.75	1.4	b	b	c	a	a	8.06	8.68	2.15	9.91	8.88	c	c	b	c	c
x4	5.7	9.41	0.18	5.84	9.94	c	b	a	c	b	4.19	6.41	0.6	7.23	7.29	a	c	a	b	c	4.05	6.98	7.09	9.9	6.76	b	b	a	b	b	2.03	9.96	9.51	7.6	6.68	c	a	b	b	a	2.55	7.44	9.36	0.28	3.68	b	a	b	b	b	0.3	0.04	4.92	2.09	0.77	c	b	b	b	a
x5	6.67	9	5.87	4.97	4.7	a	b	c	c	c	3.92	5.61	9.57	8.5	4.08	c	c	b	c	c	8.46	6.7	6.61	9.05	1.81	b	a	a	b	b	5.71	3.03	1.56	8.96	9.88	c	c	c	b	b	3.98	0.4	1.44	9.91	2.79	a	a	b	a	a	6.65	5.99	1.86	0.73	0.75	b	a	b	c	c
x6	4.53	5.96	9.18	0.58	4.73	b	a	b	a	c	4.38	1.94	9.27	5.05	6.85	a	a	b	a	c	5.25	0.3	8.17	9.63	0.31	b	b	c	a	c	3.15	8.12	9.04	0.93	3.54	b	a	c	b	c	5.61	2.58	5.8	5.19	2.08	b	c	b	a	b	6.32	1.15	4.91	5.03	9.17	c	b	c	a	c
x7	3.31	6.12	3.94	2.09	1.37	b	b	a	c	b	0.55	6.08	8.22	6.29	0.82	b	a	b	a	b	3.75	1.79	6.29	3.75	3.75	a	a	c	a	c	0.6	9.65	7.62	0.6	0.6	c	a	a	a	a	4.88	0.47	1	6.51	5.47	a	b	b	a	c	3.42	2.01	2.6	1.59	8.18	a	b	c	c	c
x8	4.99	5.79	9.85	5.28	0.21	b	b	a	c	a	4.52	1.68	2.92	5.01	4.16	a	b	a	b	b	9.41	2.95	1.04	3.77	1.17	a	a	b	a	a	6.42	7.97	5.79	6.39	9.79	c	a	c	a	a	4.86	6.27	9.03	7.26	7.06	a	a	c	b	a	0.33	4.9	6.5	0.47	2.99	a	a	b	c	b
x9	6.8	1.75	8.23	0.64	1.45	a	b	b	a	a	5.24	5.21	3.85	5.27	6.62	c	c	c	b	b	8.33	0.55	2.17	9.76	2.07	c	a	a	b	b	9.36	8.42	3.98	8.64	3.07	a	a	a	c	b	7.66	9.64	2.45	1.69	4.47	c	b	b	a	c	2.29	7.35	8.4	2.19	5.26	b	a	b	b	a
