X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y10z0	y11z0	y12z0	y13z0	y14z0	y15z0	y16z0	y17z0	y18z0	y19z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y10z1	y11z1	y12z1	y13z1	y14z1	y15z1	y16z1	y17z1	y18z1	y19z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y10z2	y11z2	y12z2	y13z2	y14z2	y15z2	y16z2	y17z2	y18z2	y19z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y10z3	y11z3	y12z3	y13z3	y14z3	y15z3	y16z3	y17z3	y18z3	y19z3
x0	9.75	0.03	3.77	6.99	5.36	1.35	9.63	2.19	0.49	4.64	c	a	c	a	b	a	b	c	c	b	7.96	2.91	8.67	0.42	9.39	9.12	8.45	7.33	1.09	1.95	b	b	c	b	a	b	b	b	b	b	1.93	2.91	8.67	0.42	1.49	9.35	5.28	7.33	1.09	8.74	a	a	c	b	c	b	c	b	c	c	6.27	7.47	6.48	7.86	2.82	3.66	9.51	3.12	5.3	3.87	a	c	b	b	c	b	c	c	b	c
x1	7.57	6.09	1	8.51	5.01	0.01	5.95	3.46	1.29	5.1	b	b	c	a	b	a	c	c	a	b	0.58	2.91	8.67	0.42	4.58	5.18	6.88	7.33	1.09	0.16	c	b	b	c	a	a	c	b	a	b	4.79	2.91	8.67	0.42	8.56	1.38	2.41	7.33	1.09	5.06	b	c	a	c	c	a	c	b	b	a	0.2	7.06	8.63	6.06	6.07	7.22	7.7	8.64	1.79	6.05	b	a	a	b	b	c	a	b	b	a
x2	0.97	9.46	4.72	3.75	8.07	6.22	4.58	0.85	0.52	2.95	c	b	a	a	b	c	b	c	c	a	0.2	9.94	2.18	9.8	6.87	8.47	9.89	5.19	5.63	3.35	c	a	a	b	b	a	c	c	a	c	3.05	0.78	4.57	4.81	8.62	9.82	6.37	5.03	9.03	7.99	c	b	b	a	b	b	b	c	c	b	4.34	7.45	4.51	0.27	7.43	8.57	3.95	7.53	0.47	8.41	a	b	b	a	b	c	b	a	c	b
x3	2.72	0.59	3.43	3.95	7.99	2.71	5.64	2.5	9.94	6.3	b	c	a	b	c	a	c	b	b	a	5.02	2.83	9.77	1.87	5.62	5.62	8.1	5.62	5.62	0.95	a	b	a	b	a	a	c	a	a	b	8.02	9.53	5.44	5.35	2	2	0.22	2	2	2.91	a	b	a	b	a	c	a	c	a	a	9.9	7.47	1.04	4.53	6.97	5.77	9.4	2.55	1.59	8.02	c	c	c	b	b	a	b	a	a	c
x4	0.62	5.61	4.65	8.16	1.63	4.91	7.81	9.29	5.36	8	a	b	b	a	b	a	a	b	c	b	0.75	4.61	1.17	8.15	6.73	2.67	3.28	0.13	7.04	2.05	b	b	c	b	a	c	b	a	a	b	7.06	0.17	4.95	0.34	2.86	0.08	5.8	6.8	8.67	1.85	a	c	a	a	a	b	b	a	b	b	0.65	0.81	3.15	3.92	9.94	9.57	6.04	6.63	8.02	6.91	c	a	a	b	a	a	a	a	a	b
x5	6.47	1.11	0.6	6.97	2.59	6.82	2.65	8.64	7.02	6.88	b	c	b	c	b	c	b	a	a	a	3.35	9.53	5.96	5.5	5.12	2.79	1.86	3.64	7.33	5.37	a	b	a	b	c	b	a	a	b	a	8.43	1.86	4.17	7.46	3.89	9.23	4.41	5.88	5.88	8.79	b	c	a	b	b	c	a	c	b	c	4.37	3.48	5.41	8.25	8.34	2.12	7.27	3.12	2.38	5.1	b	c	a	c	b	a	b	a	c	a
x6	2.75	8.54	0.89	7.43	4.43	6.8	2.86	3.11	3.41	2.3	b	a	c	c	b	c	b	c	a	c	5.64	0.71	8.29	8.92	5.62	5.62	1.92	5.62	5.62	5.45	a	b	b	a	b	b	a	a	c	a	5.6	4.54	3.52	1.15	2	2	1.39	2	2	8.51	a	b	b	a	b	b	a	b	b	c	8.55	3.6	1.38	2.15	9.05	6.33	4.84	6.98	1.98	2.12	a	c	c	b	b	c	a	c	c	a
x7	2.15	2.73	9.24	5.69	8.81	9.84	4.23	5.6	3.83	5.15	c	b	b	c	a	b	b	b	b	b	8.19	7.27	5.71	3.45	8.64	8.98	7.86	7.73	8.86	0.6	a	c	c	b	a	c	c	b	b	c	3.55	8.09	5.03	9.8	9.76	4.25	2.43	4.09	8.24	0.27	a	b	b	b	b	a	c	a	c	a	7.69	3.11	6.36	3.63	3.52	9.98	6.01	9.58	9.48	6.54	b	c	a	a	c	a	a	c	b	c
x8	9.51	1.34	3.84	1.44	0.71	1.86	9.16	6.59	7.91	3.54	c	a	a	c	b	b	c	b	a	b	6.83	6.56	1.51	9.35	6.47	6.58	6.59	4.63	8.13	8.12	a	b	b	a	b	c	b	a	c	c	3.11	1.15	4.1	2.88	1.7	2.11	0.97	1.52	4.13	8.25	b	a	a	c	c	a	b	a	c	c	1.22	2.51	5.65	2.81	4.06	9.76	8.86	8.25	7.91	8.07	a	c	b	b	b	c	c	c	a	b
x9	9.42	6.7	3.15	2.49	9.88	7.31	9.42	7.5	5.24	9.42	c	b	b	b	c	b	c	b	c	a	9.8	7.6	6.98	1.1	4.27	9.19	9.8	9.66	5.21	9.8	c	b	b	a	a	c	b	a	c	b	1.66	6.21	2.64	9.68	6.45	2.62	6.32	9.26	0.42	2.18	c	a	b	b	c	a	b	c	b	c	6.42	1.19	9.05	7.17	3.51	2.68	9.39	5.72	2.49	9.73	a	b	a	a	a	c	b	c	c	c
