X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3	y0z4	y1z4	y2z4	y3z4	y4z4	y5z4	y6z4	y7z4	y8z4	y9z4	y0z5	y1z5	y2z5	y3z5	y4z5	y5z5	y6z5	y7z5	y8z5	y9z5
x0	1.11	0.53	9.3	9.36	6.63	b	c	c	a	c	4.19	6.1	5.11	9.35	3.31	c	c	c	a	b	6.52	0.58	3	2.22	8.27	c	a	c	a	b	5.3	3.72	0.55	9.07	0.71	b	a	c	a	b	0.93	8.71	2.42	0.71	9.04	c	a	a	c	c	1.53	0.84	4.98	2.19	1.2	b	b	b	c	a
x1	6.62	7.14	8.03	8.93	6	b	c	b	b	a	3.15	7.46	0.63	2.22	6.57	c	a	c	a	b	8.49	7.46	0.63	5.52	6.57	c	a	c	b	b	3.59	7.46	0.63	7.99	6.57	b	a	c	b	a	8.85	7.46	0.63	6.83	6.57	c	a	c	a	c	9.2	4.35	0.77	3.36	4.99	a	b	b	b	a
x2	4.16	4.12	3.69	3.13	8.24	a	a	a	a	c	1.13	7.46	0.63	4.08	6.57	a	a	c	b	a	4.14	7.46	0.63	0.76	6.57	a	a	c	b	b	7.5	7.46	0.63	6.55	6.57	c	a	c	b	c	0.64	7.46	0.63	7.42	6.57	a	a	c	b	b	1.53	2.9	8.21	1.33	6.08	b	a	b	a	a
x3	1.18	0.49	7.11	8.43	6.87	c	c	b	a	a	3.6	0.49	3.87	0.71	3.44	a	c	a	c	c	3.6	8.6	0.6	0.71	3.44	b	a	b	a	b	6.7	4.64	5.1	1.6	7.33	b	a	b	c	b	4.42	1.78	5.33	0.48	8.08	b	b	a	c	b	2.67	2.91	1.62	4.36	6.75	c	a	c	a	a
x4	7.95	7.46	6.93	5.98	4.16	b	a	c	c	a	7.89	7.46	0.63	4.13	6.57	c	a	c	c	a	2.86	7.46	0.63	8.35	6.57	c	a	c	b	a	7.55	7.46	0.63	9.29	6.57	c	a	c	b	c	1.93	7.46	0.63	1.78	6.57	b	a	c	b	b	5.15	0.21	1.46	9.99	9.33	b	c	b	c	b
x5	8.77	4.4	3	1.17	4.85	a	a	b	c	a	3.3	7.46	0.63	6.64	6.57	c	a	c	c	a	3.78	7.46	0.63	0.23	6.57	c	a	c	b	b	3.7	7.46	0.63	0.8	6.57	c	a	c	a	a	6.05	7.46	0.63	0.75	6.57	a	a	c	b	a	9.32	3.4	5.7	9.52	3.6	b	b	b	a	c
x6	6.21	4.75	4.8	4.13	9.59	c	a	b	c	c	3.09	7.46	0.63	1.86	6.57	a	a	c	b	c	9.7	7.46	0.63	5.33	6.57	c	a	c	b	b	5.89	7.46	0.63	1.54	6.57	b	a	c	a	a	6.7	7.46	0.63	4.65	6.57	a	a	c	a	b	9.83	1.06	7.8	8.37	4.92	c	c	b	a	a
x7	5.38	2.7	2.1	7.92	5.32	b	b	a	b	b	3.18	3.66	9.12	1.15	3.77	b	a	b	c	c	6.83	3.48	9.9	3.88	3.14	a	a	c	c	c	8.72	1.24	3.5	4.08	1.19	c	b	b	a	a	9.68	0.25	8.02	6.62	0.78	c	c	c	a	c	6.29	1.14	7.76	4.74	4.29	b	b	b	a	b
x8	7.18	8.98	1.41	3.29	8.02	c	b	a	c	a	9.07	7.46	0.63	5.18	6.57	a	a	c	a	c	1.02	7.46	0.63	1.51	6.57	c	a	c	b	a	5.09	7.46	0.63	4.3	6.57	a	a	c	a	c	0.83	7.46	0.63	3.72	6.57	c	a	c	a	b	3.97	9.46	9.93	6.11	2.57	a	b	c	c	b
x9	8.49	1.54	1.54	4.41	6.93	a	b	a	b	a	2.13	2.07	2.07	8.53	4.63	b	b	a	b	a	8.28	8.64	8.64	4.2	3.11	c	a	b	b	a	9.51	1.04	1.04	6	6.74	b	b	a	b	a	5.82	2.68	2.59	7.98	9.48	b	a	b	b	c	5.59	4.72	8.34	7.17	5.67	b	a	c	a	b
