X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x0	7.76	5.92	5.02	3.02	4.42	c	c	a	b	b	3.92	2.08	3.88	8.82	0.24	b	a	b	a	b	0.18	1.13	7.74	2.08	6.33	b	b	c	c	a	4.14	5.39	2.29	7.45	7.28	a	c	b	a	b
x1	8.12	1.99	8.76	1.94	5.61	b	c	c	b	a	8.12	1.46	0.94	9	5.61	b	c	c	a	a	7.32	4.37	2.61	2.39	3.39	c	c	b	a	b	8.86	1.89	8.86	9.01	7.3	a	c	c	a	c
x2	8.12	3.32	0.14	1.16	5.61	b	a	a	b	a	8.12	8.4	7.82	7.25	5.61	b	a	c	c	a	3.71	3.02	7.88	1.37	0.99	b	b	a	a	a	7.23	9.55	7.72	4.47	4.83	a	a	b	c	a
x3	0.13	9.04	8.09	3.67	5.93	c	c	b	c	c	8.86	2.55	9.9	2.38	7.2	a	c	a	a	b	7.78	5.92	6.17	0.71	4.34	b	a	a	a	c	9.09	9.15	2.86	1.78	4.37	b	c	c	b	c
x4	2.45	2.73	4.07	2.33	5.67	b	c	a	b	a	7.53	0.74	8.04	8.49	9.15	a	c	b	c	c	1.25	7.02	8.94	8.09	0.46	c	b	c	a	c	2.5	0.38	9.51	5.51	5.01	c	a	c	b	b
x5	8.76	2.85	8.5	3.53	5.14	c	c	a	c	c	4.33	3.33	7.46	1.94	3.46	c	a	c	c	b	9.21	9.93	8.25	2.57	1.61	a	c	a	a	a	8.94	1.64	2.75	6.49	7.78	a	b	a	b	a
x6	1.76	7.12	9.64	3.89	3.81	b	b	b	a	c	6.35	9.86	4.83	3.25	4.85	a	c	a	c	b	6.99	5.55	3.7	3.7	8.88	c	a	a	a	c	3.41	9.71	1.93	6.5	7.13	b	a	b	b	b
x7	6.59	4.28	6.51	9.03	5.8	c	a	a	b	b	8.85	9.65	7.48	4.77	5.86	b	b	c	c	b	4.9	3.6	4.56	8.88	9.76	b	a	b	a	c	3.24	8.38	2.68	2.97	0.75	a	c	c	b	b
x8	1.39	7.98	7.26	7.14	3.39	a	a	a	c	c	7.96	2.55	6.21	3.12	8.1	b	a	a	c	c	2.64	6.84	3.96	6.28	0.41	a	a	b	a	a	0.44	4.13	5.57	8.21	9.85	a	a	c	c	b
x9	4.48	2.69	2.69	2.69	9.31	b	b	b	a	a	5.13	1.2	1.2	1.2	4.79	c	b	c	a	a	5.01	4.36	5.04	4.09	6.15	c	b	c	c	c	1.98	9.18	7.35	2.98	6.13	c	c	b	c	b
x10	8.64	8.67	4.07	8.69	1.61	c	c	b	c	c	6.36	7.36	9.27	8.74	1.93	b	b	b	c	c	7.28	0.28	7.97	8.08	1.51	c	a	a	b	c	7.81	6.22	1.81	3.59	6.76	c	a	a	a	c
x11	9.39	9.41	2.79	10	5.96	c	b	b	a	a	0.05	4.35	4.7	2.36	7.46	c	b	a	b	a	2.72	0.54	5.92	2.19	1.76	b	c	b	c	a	8.49	2.71	3.41	7.04	9.09	b	c	a	b	a
x12	6.03	4.51	1.43	0.13	1.88	a	b	c	b	b	0.65	6.98	6.8	1.92	7.86	c	a	a	b	b	9.03	4.62	1.05	6.74	8.2	c	a	b	b	c	0.48	8.61	8.37	5.66	8.51	a	a	c	b	c
x13	1.35	6.75	5.94	5.77	8.85	a	b	b	c	b	2.54	9.91	9.38	4.33	7.16	a	c	b	a	c	9.54	2.85	7.85	3.36	8.94	a	b	a	a	c	4.32	7.45	9.95	5.92	0.44	a	a	c	c	c
x14	5.77	6.58	2.41	9.82	3	b	a	c	a	c	3.81	2.53	1.47	5.62	2.52	a	a	a	b	c	2.81	2.46	0.27	1.58	5.17	a	b	a	b	a	6.53	9.82	8.35	6.97	6.99	c	b	b	c	b
x15	5.14	2.69	2.69	2.69	2.51	c	a	c	a	a	0.87	1.2	1.2	1.2	2.85	b	b	a	c	c	8.26	9.61	5.38	9.2	8.81	a	b	c	c	a	6.03	2.04	6.68	4.22	6.78	a	b	b	c	c
x16	6.38	2.69	2.69	2.69	0.5	a	a	b	c	a	7.43	1.2	1.2	1.2	2.8	b	c	c	a	a	1.46	9.55	5.39	6.3	4.69	b	a	c	c	b	8.34	8.61	3.36	8.5	7.08	a	c	b	b	a
x17	8.66	2.69	2.69	2.69	4.2	b	a	a	a	a	2.67	1.2	1.2	1.2	3.6	a	c	b	a	b	8.68	4.71	6.49	0.27	1.81	c	a	a	c	c	2.77	0.99	6.89	2.71	0.46	a	b	c	c	a
x18	4.11	2.69	2.69	2.69	6.99	c	c	b	a	c	8.11	1.2	1.2	1.2	3.77	c	c	c	a	b	5.96	9.55	2.44	6.07	9.9	b	b	b	c	b	6.75	4.09	4.57	4.92	1.55	a	c	b	b	c
