X	y0z0	y1z0	y2z0	y3z0	y4z0	y5z0	y6z0	y7z0	y8z0	y9z0	y0z1	y1z1	y2z1	y3z1	y4z1	y5z1	y6z1	y7z1	y8z1	y9z1	y0z2	y1z2	y2z2	y3z2	y4z2	y5z2	y6z2	y7z2	y8z2	y9z2	y0z3	y1z3	y2z3	y3z3	y4z3	y5z3	y6z3	y7z3	y8z3	y9z3
x0	2.97	5.9	4.32	3.06	6.39	c	c	a	b	b	7.56	5.77	5.77	1.61	5.77	c	b	b	a	c	5.01	2.9	2.9	2.04	2.9	a	b	b	a	c	5.27	2.02	3.5	2.08	1.9	b	c	a	b	a
x1	9.27	8.28	9.27	9.87	9.27	a	c	c	b	c	1.36	8.69	1.36	1.78	1.36	c	a	a	a	b	6.15	2.5	2.15	1.6	3.98	b	a	b	a	a	7.12	0.58	1.67	1.88	0.46	a	b	a	a	c
x2	6.15	2.09	4.64	3.65	1.2	b	c	c	b	c	2.11	5.77	5.77	4.23	5.77	a	b	b	c	a	5.33	2.9	2.9	5.53	2.9	a	b	b	b	c	2.2	9.07	8.76	3.9	8.31	c	b	a	c	a
x3	9.27	2.4	9.27	2.99	9.27	b	c	c	c	c	1.36	5.67	1.36	7.8	1.36	a	b	a	b	a	7.7	0.18	8.04	5.23	1.47	a	c	b	c	a	9.49	0.04	4.26	1.31	4.13	c	b	c	a	a
x4	8.3	0.19	7.7	0.76	7.72	c	b	a	b	b	6.68	5.75	1.02	5.2	2.23	c	a	a	c	c	9.24	5.75	6.74	3.84	2.23	b	a	a	c	b	5.43	6.61	7.62	1.35	9.84	b	b	c	b	c
x5	6.6	1.79	1.63	2.71	5.65	a	b	b	a	a	1.45	6.47	7.59	6.45	1.75	a	a	a	a	a	4.74	5.65	3.87	3.86	0.5	a	a	a	a	c	3.57	5.61	1.99	2.41	4	a	a	c	a	c
x6	9.27	6.45	9.27	6.24	9.27	c	c	c	b	b	1.36	1.77	1.36	1.25	1.36	a	c	b	b	b	8.08	2.14	6.73	1.13	8.8	a	a	c	b	a	0.65	0.17	2.54	2.51	7	c	a	b	c	b
x7	5.13	9.66	3.04	6.53	7.64	c	a	a	c	b	3.17	6.8	7.02	2.7	8.54	c	c	b	c	b	4.51	2.6	2.62	1.74	9.72	a	a	b	a	a	8.95	8.77	8.67	0.84	2.43	a	c	b	b	c
x8	6.43	3.26	3.26	6.13	3.26	b	a	c	a	b	5.75	3.77	3.77	7.3	3.77	b	b	a	c	b	7	7.83	8.51	5.99	3.22	c	b	b	a	c	3.86	4.17	0.43	4.78	0.72	c	a	a	c	c
x9	7.06	9.87	3.99	0.29	4.88	c	a	a	a	c	2.66	4.2	6.02	3.87	8.85	b	c	b	a	b	7.68	3.06	9.1	6.33	6.37	a	b	b	b	a	1.52	4.24	3.24	5.03	1.63	b	b	a	a	b
x10	8.12	0.58	4.79	8.56	4.03	c	b	a	c	c	6.29	9.71	4.6	5.76	6.83	c	c	b	c	b	8.65	0.86	1.47	2.63	3.91	b	a	c	b	b	4.74	0.43	3.06	3.62	6.43	c	a	a	b	a
x11	9.27	3.44	9.27	5.8	9.27	c	a	c	c	a	1.36	8.76	1.36	0.05	1.36	c	a	a	a	c	9.08	2.54	1.75	3.92	0.55	c	c	b	b	c	6.99	9.68	9.42	7.98	9	c	c	a	a	b
x12	5.87	2.71	8.7	0.1	5.19	c	b	c	b	c	4.61	5.75	4.27	7.75	2.23	c	a	a	c	c	0.66	5.75	6.86	3.42	2.23	b	a	a	c	c	6.53	0.72	1.24	6.92	5.8	b	b	a	b	c
x13	9.27	1.76	9.27	7.94	9.27	b	c	a	c	c	1.36	9.09	1.36	5.57	1.36	c	b	c	b	c	2.1	1.82	8.99	1.02	5.76	c	a	b	a	c	0.52	4.08	0.32	0.75	0.68	c	c	b	a	b
x14	1.86	6.67	1.35	7.77	0.01	c	c	a	a	a	4.38	5.77	5.77	6.41	5.77	c	b	b	c	c	5.69	2.9	2.9	8.8	2.9	b	b	b	c	c	4.6	6.26	0.43	1.59	5.28	c	c	a	b	b
x15	0.24	0.57	6.42	7.46	7.82	a	a	a	b	c	9.16	2.46	1.54	6.62	7.21	a	a	b	c	b	0.15	4.12	2.84	5.52	4.4	a	b	a	c	b	9.23	9.92	9.1	2.54	9.29	b	a	c	c	c
x16	3.42	3.94	3.94	3.94	4.58	b	a	b	b	a	1.52	6.07	6.07	6.07	9.43	c	a	a	a	a	1.31	9.51	8.3	5.34	9.74	b	a	b	a	a	6.21	5.46	3.44	2.81	3.2	a	c	a	b	c
x17	0.29	4.69	9.1	2.46	9.77	b	c	b	b	b	2.21	5.75	7.29	8.99	2.23	c	a	a	c	b	3.92	5.75	8.64	8.92	2.23	b	a	a	c	c	3.53	3.36	6.48	4.95	5.95	b	a	a	c	b
x18	2.81	2.46	4.99	3.38	4.14	b	a	b	c	b	3.29	5.75	9.92	9.74	2.23	c	a	a	c	c	4.1	5.75	1.01	7	2.23	c	a	a	c	b	5.26	5.83	2.13	3.12	4.08	a	b	b	b	b
x19	3.21	0.35	2.34	8.8	7.57	a	b	c	c	b	0.08	5.75	1.89	9.69	2.23	a	a	a	c	a	4.79	5.75	8.1	5.05	2.23	b	a	a	c	a	5.05	3.9	2.15	2.59	8.48	b	b	a	a	c
x20	7.02	1.74	9.84	3.94	4.14	c	a	c	b	a	0.23	5.75	5.14	5.53	2.23	c	a	a	c	a	1.79	5.75	4.9	3.54	2.23	a	a	a	c	c	2.15	3.38	2.9	9.5	6.59	a	a	b	c	b
x21	9.27	4.89	9.27	2.58	9.27	b	b	a	c	a	1.36	0.77	1.36	8.97	1.36	b	b	b	c	c	6.53	7.54	3.93	4.04	0.15	c	b	c	b	b	7.7	8.68	3.8	6.87	3.39	a	b	a	c	c
x22	1.78	4.27	0.79	3.4	6.47	a	a	a	c	c	2.51	7.48	2.98	0.25	4.61	c	c	c	c	b	9.3	6	9.34	3.24	0.45	b	a	c	b	b	3.74	5.6	1.16	6.23	6.44	c	a	c	b	c
x23	3.47	6.94	9.7	9.66	4.99	b	a	b	b	c	8.31	5.68	6.39	7.51	0.47	b	b	a	a	b	6.42	8.5	7.63	5.54	2.61	b	c	b	b	a	5.08	8.82	0.63	0.99	2.61	c	c	b	a	c
x24	4.76	4.57	7.53	8.27	5.44	a	c	a	b	c	1.03	3.21	8.59	6.42	4.83	b	a	b	c	c	7.44	9.87	4.08	4.91	5.39	c	a	b	b	b	1.72	8.92	3.93	9.23	3.71	c	b	c	a	b
x25	3.68	3.94	3.94	3.94	4.61	a	b	b	a	b	8.1	6.07	6.07	6.07	4.94	c	a	c	a	b	7.63	7.51	5.89	6.87	0.69	a	a	b	a	b	4.56	5.7	0.62	1.91	9.42	b	a	b	b	a
x26	8.38	7.75	7.58	8.48	4.57	c	b	b	c	a	9.49	5.77	5.77	8.96	5.77	a	b	b	a	c	5.71	2.9	2.9	7.32	2.9	c	b	b	a	a	2.07	3.13	8.89	6.88	7.92	c	c	c	a	c
x27	7.34	0.66	3.94	5.1	6.12	a	a	b	c	a	9.95	5.75	7.39	8.54	2.23	b	a	a	c	b	4.62	5.75	3.86	8.12	2.23	b	a	a	c	c	8.67	4.65	3.7	0	8.85	a	c	b	c	a
x28	9.27	7.37	9.27	9.07	9.27	c	b	b	c	c	1.36	1.68	1.36	9.19	1.36	b	c	b	b	c	9.15	9.19	4.09	3.66	8.83	c	a	b	c	c	7.35	5.47	3.01	3.03	9.58	c	c	b	a	b
x29	7.28	3.94	3.94	3.94	6.66	a	b	c	b	a	3.65	6.07	6.07	6.07	4.17	b	c	c	a	c	7.47	3.72	3.09	7.37	8.06	c	b	b	c	a	8.42	1.22	9.44	7.94	9.53	c	b	b	a	b
x30	9.27	7.56	9.27	3.53	9.27	a	c	c	a	a	1.36	7.72	1.36	7.69	1.36	c	b	a	a	c	1.41	6.99	5.32	2.41	9.45	c	b	c	a	a	3.19	1.34	8.67	2.35	9.42	c	c	c	b	a
x31	8.73	9.19	6.16	7.42	6.07	a	c	b	a	b	9.31	0.91	6.34	6.57	3.59	c	c	c	b	c	7.5	9.43	9.01	2.41	6.54	a	c	a	a	c	8.94	1.49	7.39	1.65	5.36	b	a	b	a	b
x32	1.08	2.85	4.02	9.31	1.28	c	c	c	a	b	6.38	8.91	0.05	1.93	4.49	a	a	a	b	b	0.42	6.87	2.43	2.63	7.17	c	b	b	a	c	8.71	0.78	0.17	6.17	4.48	b	a	c	b	a
x33	7.35	3.94	3.94	3.94	2.91	b	a	b	a	b	3.97	6.07	6.07	6.07	8.68	b	c	b	b	a	7.21	9.61	8.13	7.56	1.36	a	a	a	c	c	5.09	3.5	2.97	8.14	4.12	a	c	a	c	a
x34	9.27	5.94	9.27	3.88	9.27	c	a	a	a	b	1.36	6.77	1.36	0.6	1.36	b	b	b	c	b	0.93	8.7	3.72	2.97	9.84	b	b	b	a	c	7.54	2.64	4.66	5.61	0.34	b	c	b	a	b
x35	9.09	6.41	3.27	1.16	8.42	a	c	c	c	b	7.26	3.71	3.28	4.12	0.55	a	a	b	c	a	3.64	3.26	5.56	6.06	4.74	a	a	c	b	c	3.25	8.7	7.28	5.18	6.05	b	b	c	a	c
x36	9.27	8.31	9.27	6.4	9.27	b	a	b	c	b	1.36	7.41	1.36	6.5	1.36	a	c	b	c	b	3.46	5.6	3.7	2.52	5.14	b	b	b	a	b	4.58	3.47	4.69	8.97	9.07	c	b	b	a	a
x37	3.71	2.34	3.43	8.52	2.63	c	c	a	c	b	8.97	10	9.87	9.93	6.39	c	c	c	c	a	4.38	4.05	3.93	4.92	8.52	b	c	b	a	c	0.02	5.09	1.48	1.63	3.81	b	c	a	c	c
x38	4.69	3.94	3.94	3.94	3.34	a	a	b	c	b	5	6.07	6.07	6.07	8.04	a	a	a	a	a	2.26	7.71	6.56	9.6	4.19	c	b	a	b	c	6.65	0.77	7.58	4.24	8.17	b	b	c	c	b
x39	9.27	9.49	9.27	0.98	9.27	b	b	a	c	b	1.36	3.06	1.36	3.8	1.36	c	a	b	a	a	6.5	6.55	9.16	4.89	3.25	b	a	c	a	c	8	1.46	5.3	9.01	3.2	a	b	c	c	a
x40	2.5	5.89	5.57	4.6	9.63	a	b	a	a	c	3.48	5.75	6.26	3.06	2.23	a	a	a	c	a	5.57	5.75	9.66	3.69	2.23	c	a	a	c	b	3.43	4.19	7.65	0.62	0.94	a	a	c	c	a
x41	1.5	3.26	3.26	8.03	3.26	b	c	c	c	b	9.25	3.77	3.77	6	3.77	c	b	a	b	c	9.87	5.15	1.71	8.16	0.69	b	a	c	b	c	1.28	8.72	2.63	4.07	6.36	c	a	b	b	b
x42	9.27	6.23	9.27	7.96	9.27	c	a	a	b	b	1.36	0.37	1.36	5.38	1.36	c	c	a	a	b	7.63	2.51	8.37	8.56	5.04	a	b	a	b	a	6.13	3.92	0.84	4.8	5.25	b	b	c	a	b
x43	8.21	3.94	3.94	3.94	1.97	b	b	c	a	a	7.13	6.07	6.07	6.07	8.26	a	c	b	b	a	4.74	8.87	0.1	7.87	0.86	a	a	c	a	a	7.31	1.63	8.52	0.94	4.99	a	a	c	a	a
x44	9.27	4.12	9.27	0.97	9.27	b	b	b	c	a	1.36	2.37	1.36	8.24	1.36	a	a	a	c	c	5.68	9.19	7.46	6.43	5.32	c	c	c	c	b	1.74	7.37	2.47	3.27	2.28	c	b	a	b	a
x45	8.67	6.14	3.08	1.29	6.75	b	c	a	a	a	2.99	2.41	8.3	7.12	4.06	b	c	a	c	b	7.72	1.07	4.39	6.51	0.53	c	b	a	c	c	9.62	0.24	9.91	0.06	3.02	a	c	c	b	a
x46	1.96	7.05	8.94	9.65	8.64	b	a	c	b	b	2.18	5.77	5.77	0.49	5.77	a	b	b	c	c	1	2.9	2.9	4.27	2.9	b	b	b	b	c	4.92	8.28	4.27	0.66	7.68	c	a	b	c	b
x47	1.66	9.49	5.72	1.59	5.25	b	c	c	a	b	1.53	2.9	7.83	7.01	8.95	a	c	b	a	c	3.97	2.96	1.62	2.08	0.16	a	c	b	a	c	5.89	5.49	7.81	1.32	2.55	a	a	c	a	a
x48	0.74	7.51	7.04	1.46	2.12	b	b	b	b	b	5.26	5.75	3.65	9.95	2.23	b	a	a	c	c	0.08	5.75	2.53	6.68	2.23	a	a	a	c	b	1.95	6.18	7.19	1.65	6.4	b	b	c	a	c
x49	5.97	3.94	3.94	3.94	9.14	b	c	b	c	b	4.48	6.07	6.07	6.07	2.32	c	a	c	b	a	3.93	6.14	5.57	5.18	3.68	a	a	a	a	a	0.33	2.73	3.03	9.95	4.21	c	c	a	b	c
